沖縄県,,https://www.pref.okinawa.jp/site/kikaku/chosei/hitodukuri5.html,沖縄県振興審議会　第５回学術・人づくり部会／沖縄県,【新型コロナウイルス感染症対策】特定医療費（指定難病）、小児慢性特定疾病医療費助成制度の公費負担医療の取扱いについて 【新型コロナウイルス感染症対策】特定医療費（指定難病）、小児慢性特定疾病医療費助成制度、特定不妊治療費助成事業等の郵送による申請について 新型コロナウイルス感染症による市場見学中止、市場見学予約の受付停止について 新型コロナウイルス感染拡大防止のための立入制限の延長について（令和2年4月20日更新） 新型コロナウィルス感染症の感染拡大防止に向けた建設業関係事務の取扱いについて 新型コロナウイルス感染拡大防止のための一部施設立入制限について（令和2年4月9日更新） 新型コロナウイルス感染症に関する通知 新型コロナウイルス感染拡大防止に係る浄化槽設置者講習会の一部中止について コロナウイルス感染拡大防止のための対応について（令和２年４月７日更新） 新型コロナウイルス感染症について（観光客の皆様へ） 海外事務所の勤務体制について（新型コロナウィルス感染症関連） 新型コロナウイルス感染症で影響を受けた事業者に対する支援等について
市原市,千葉県,https://www.city.ichihara.chiba.jp/kenko/iryo_kansensyou/kansensyouyobou/covid-19/support/kashitsuke.html,新型コロナウイルス感染症の影響による休業などで生活にお困りの方へ　市原市,新型コロナウイルス感染症の影響による休業などで生活にお困りの方へ市原市 新型コロナウイルス感染症 新型コロナウイルス感染症の影響による休業などで生活にお困りの方へ 新型コロナウイルス感染症の影響による休業などで生活にお困りの方へ 市社会福祉協議会では、低所得世帯等に対して、生活費等の必要な資金の貸付け等を行う生活福祉資金貸付制度を実施しております。本制度につき、新型コロナウイルス感染症の影響を踏まえ、貸付の対象世帯を低所得世帯以外に拡大し、休業や失業等により生活資金でお悩みの方々に向けた、緊急小口資金等の特例貸付を実施します。 緊急かつ一時的に生計の維持が困難となった場合に、少額の費用の貸付を行います。対象者新型コロナウイルスの影響を受け、休業等により収入の減少があり、緊急かつ一時的な生計維持のための貸付を必要とする世帯※従来の低所得世帯等に限定した取扱を拡大。貸付上限額10万円以内（学校等の休業等の特例20万円以内）※従来の10万円以内とする取扱を拡大。据置期間1年以内※従来の2月以内とする取扱を拡大。償還期限2年以内※従来の12月以内とする取扱を拡大。貸付利子・保証人無利子・不要申込先 生活再建までの間に必要な生活費用の貸付を行います。対象者新型コロナウイルスの影響を受け、収入の減少や失業等により生活に困窮し、日常生活の維持が困難となっている世帯※従来の低所得世帯に限定した取扱を拡大。貸付上限額2人以上月20万円以内単身月15万円以内貸付期間原則3月以内据置期間1年以内※従来の6月以内とする取扱を拡大。償還期限10年以内貸付利子・保証人無利子・不要※従来、保証人ありの場合は無利子、なしの場合は年1.5％とする取扱を緩和。申込先 新型コロナウイルス感染症の発生に伴う家庭での注意点について 新型コロナウイルス感染症の影響による休業などで生活にお困りの方へ 新型コロナウイルス感染症患者の発生状況 新型コロナウイルス感染症の発生に伴う家庭での注意点について 社会福祉施設等における新型コロナウイルスへの対応について
山北町,神奈川県,https://www.town.yamakita.kanagawa.jp/0000004701.html,【新型コロナウイルス感染症関連】小学校の臨時休業に伴うやまきた児童クラブの対応について | 山北町,【新型コロナウイルス感染症関連】小学校の臨時休業に伴うやまきた児童クラブの対応について|山北町 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてください。くらしの情報Livingguide町の紹介・取り組みTownadministration観光情報Sightseeingguide移住定住情報Migrationguide事業者向け情報Businessesホームくらしの情報くらしの出来事入園・入学放課後児童クラブ【新型コロナウイルス感染症関連】小学校の臨時休業に伴うやまきた児童クラブの対応について[2020年4月9日]ID:4701 【新型コロナウイルス関連】小学校の臨時休業に伴うやまきた児童クラブの対応について やまきた児童クラブでは、新型コロナウイルス感染症防止のための小学校の臨時休業に伴い、次のとおり対応します。なお、利用にあたっては、期間中毎日、（できる限り）マスクの着用、健康観察カード（クラブで配付）の提出をお願いします。また、夏休み期間中と同様、お弁当、水筒を持参してください。（注）対応期間や内容につきましては、今後の状況により変更することがあります。 【新型コロナウイルス感染症関連】小学校の臨時休業に伴うやまきた児童クラブの対応についてへの別ルートホームくらしの情報保育・教育小・中学校ホーム緊急情報新型コロナウイルス関連情報学校施設ホーム新着情報メモ{$onlinememomsg}メモの使い方マイページよく見るページに追加する。マイページの使い方http://www.town.yamakita.kanagawa.jp/site_policy/0000000013.html山北町ページの先頭へ戻る山北町役場&emsp;所在地〒258-0195&emsp;神奈川県足柄上郡山北町山北1301番地4電話番号:&nbsp;0465-75-1122&nbsp;ファックス番号:&nbsp;0465-75-3660&nbsp;開庁時間午前8時30分から午後5時15分まで（土曜・日曜・祝日を除く）山北町ホームページについてやまきたマップ個人情報の取り扱いについてバナー広告についてサイトマップリンク集Copyright(C)TownYamakitaAllRightsReserved.スマートフォン版サイトへ
南知多町,愛知県,https://www.town.minamichita.lg.jp/kosodate/gakkou/1002589.html,【4月10日更新】新型コロナウイルス感染予防対策による小学校への「自主登校教室」設置のお知らせ｜南知多町公式ウェブサイト,【4月10日更新】新型コロナウイルス感染予防対策による小学校への「自主登校教室」設置のお知らせ｜南知多町公式ウェブサイト 【4月10日更新】新型コロナウイルス感染予防対策による小学校への「自主登校教室」設置のお知らせ 【4月10日更新】新型コロナウイルス感染予防対策による小学校への「自主登校教室」設置のお知らせ ・各施設では、新型コロナウイルス感染症拡大防止対策として、特別に施設の利用方法についてお願い 【4月10日更新】新型コロナウイルス感染予防対策による小学校への「自主登校教室」設置のお知らせ 【4月7日更新】新型コロナウイルス感染予防対策による小学校への「自主登校教室」設置のお知らせ 【4月10日更新】【期間延長】新型コロナウイルス感染症への対応に係る臨時休校期間延長のお知らせ 【4月6日更新】新型コロナウイルス感染症への対応に係る臨時休校のお知らせ 【4月10日更新】新型コロナウイルス感染予防対策による小学校への「自主登校教室」設置のお知らせ
長野県,,https://www.pref.nagano.lg.jp/keieishien/20200319press.html,新型コロナウイルス感染症の影響を受ける中小企業等の資金繰りを支援するため、中小企業融資制度を拡充します／長野県,新型コロナウイルス感染症の影響を受ける中小企業等の資金繰りを支援するため、中小企業融資制度を拡充します／長野県 ホーム&gt;県政情報・統計&gt;広報・県民参加&gt;発表資料（プレスリリース）&gt;令和2年（2020年）3月プレスリリース資料&gt;新型コロナウイルス感染症の影響を受ける中小企業等の資金繰りを支援するため、中小企業融資制度を拡充します 新型コロナウイルス感染症の影響を受ける中小企業等の資金繰りを支援するため、中小企業融資制度を拡充します 長野県では、新型コロナウイルス感染症の影響を受け、事業活動の縮小等により厳しい経営環境にある中小企業等の資金繰りを支援するため、「経営健全化支援資金（新型コロナウイルス対策）」を創設します。 資金名「経営健全化支援資金（新型コロナウイルス対策）」 ・新型コロナウイルス感染症の影響を受け、売上高が前年同月比15％以上減少した方
佐賀県,,https://www.pref.saga.lg.jp/kiji00373804/index.html,,新型コロナウィルス感染症の影響による休業や失業等により生活資金でお悩みの方々に向けた生活福祉資金の特例貸付について/佐賀県 新型コロナウィルス感染症の影響による休業や失業等により生活資金でお悩みの方々に向けた生活福祉資金の特例貸付について &nbsp;新型コロナウィルス感染症の影響による休業や失業等により生活資金でお悩みの方々に向けた生活福祉資金の特例貸付について&nbsp;&nbsp;各社会福祉協議会では、低所得世帯等に対して、生活費等の必要な資金の貸付け等を行う生活福祉資金貸付制度を実施しておりますが、新型コロナウィルス感染症の影響を踏まえ、貸付対象世帯を低所得世帯以外に拡大し、休業や失業等により生活資金でお悩みの方々に向けた、緊急小口資金等の特例貸付を実施します。詳細は添付資料をご覧ください。&nbsp;特例貸付の基本的な内容に関するお問い合わせ等については、下記のコールセンターをご利用ください。&nbsp;&lt;個人向け緊急小口資金・総合支援資金相談コールセンター&gt;0120-46-1999受付時間：9時00分～21時00分（土日・祝日含む）&nbsp;&nbsp;特例貸付のご案内&nbsp;（PDF：185.7キロバイト）&nbsp;各市町社会福祉協議会問合せ先一覧&nbsp;（PDF：100.5キロバイト）
枚方市,大阪府,https://www.city.hirakata.osaka.jp/0000027525.html,新型コロナウイルス感染症に関する事業者の方向け情報 | 枚方市ホームページ,新型コロナウイルス感染症に関する事業者の方向け情報|枚方市ホームページ 新型コロナウイルス関連情報 新型コロナウイルス関連情報（支援・相談） 新型コロナウイルス感染症に関する事業者の方向け情報 新型コロナウイルス感染症により影響を受けている中小企業者への資金繰り支援措置として、セーフティネット保証4号が発動されました。   指定期間：令和2年2月18日から   詳細はこちらをご覧ください。セーフティネット保証4号(突発的災害(自然災害等))について※【本市独自の支援策として、信用保証料の補助を行います】   セーフテネット保証4号の認定を受けられた方は、信用保証料の交付を受けられる場合がありま   す。   詳しくは、こちらをご覧ください。   新型コロナウイルス感染症対応緊急資金にかかる信用保証料の交付について 経済産業省は、新型コロナウイルス感染症の影響により、全国の中小企業・小規模事業者の資金繰りが逼迫していることを踏まえ、すでに実施したセーフティネット保証に加えて、危機関連保証を初めて発動することとしました。指定期間：令和2年3月13日から詳細はこちらをご覧ください。危機関連保証制度（大規模な経済危機、災害等による信用収縮への対応）（別ウインドウで開く） 大阪府新型コロナウイルス感染症対応緊急資金について 新型コロナウイルス感染症の発生により経営に影響を受けている中小企業のみなさまを支援するための大阪府の融資制度が創設されましたので、事業復旧にご活用ください。2月17日（月曜日）申込受付開始取り扱い金融機関など、詳しくはこちらをご覧ください。大阪府新型コロナウイルス感染症対応緊急資金（別ウインドウで開く） 新型コロナウイルス感染症の影響による労働者の休業等について 労働者が安心して働くことができる環境整備のための支援策があります。詳細はこちらをご覧ください。新型コロナウイルス感染防止について（別ウインドウで開く）（大阪労働局） 新型コロナウイルス感染症働く方と経営者の皆さま（厚生労働省）（別ウインドウで開く）新型コロナウイルスに関する相談窓口（日本政策金融公庫）（別ウインドウで開く）新型コロナウイルス感染症関連（経済産業省） 3月11日支援策パンフレットが発表されました（無利子・無担保融資など情報があります）セーフティネット保証制度中小企業信用保険法第2条第5項及び第6項（中小企業庁）（別ウインドウで開く）新型コロナウイルス感染症の発生により経営に影響を受けている中小企業者の皆様へ（大阪府） 新型コロナウイルス感染症に関する事業者の方向け情報への別ルート
埼玉県,,https://www.pref.saitama.lg.jp/a0805/shikinguri.html,県の資金繰り措置について - 埼玉県,新型コロナウイルスの影響を受けている中小企業者向け融資について（令和2年4月1日から実施） 新型コロナウイルスの影響を受けた中小企業者に対して、国がセーフティネット保証4号及び5号による金融支援を拡充させたことに伴い、中小企業制度融資の「経営安定資金（災害復旧関連）」と「経営安定資金（特定業種関連）」がご利用できます。&nbsp; また、県独自の対応として、新型コロナウイルス感染症の影響を受けた企業の皆さまに対して、2月19日（水曜日）から、「経営あんしん資金」の融資対象者要件を「最近3か月の売上等の減少（見込みを含む）」から「最近1か月の売上等の減少（見込みを含む）」に緩和し、中小企業の皆さまの円滑な資金繰りをより迅速に支援しています。 新型コロナウイルスの影響を受けている中小企業者への金融支援について（セーフティネット保証に対応しています！）
大井町,神奈川県,https://www.town.oi.kanagawa.jp/soshiki/17/corona-kyuuhu.html,新型コロナウイルス感染症関係の給付金などの詳細は未定です - 神奈川県大井町ホームページ,新型コロナウイルス感染症関係の給付金などの詳細は未定です-神奈川県大井町ホームページ 新型コロナウイルス感染症関係の給付金などの詳細は未定です 新型コロナウイルス感染症関係の給付金などの詳細は未定です 新型コロナウイルス感染症の感染拡大により、影響を受けた方や事業所への各種給付金の交付がニュースなどで報道されています。給付金などについて、役場にお問い合わせをいただいておりますが、現在のところ、各省のウェブサイトに公開している以上のご案内はできません。詳細が決まり次第、町ホームページにも情報を掲載します。大変申し訳ありませんが、ご理解とご協力をお願いします。新型コロナウイルス感染症拡大防止協力金神奈川県では、新型インフルエンザ等対策特別措置法第24条第9項に基づく協力要請（令和2年4月10日付け）に協力していただいた事業者に最大30万円の支援を行い、負担の軽減を図っています。※要件などの詳細については、わかり次第お知らせします。適宜、神奈川県ホームページ＜外部リンク＞もご確認ください。対象事業者県内に事業所を有し、県からの協力要請にご協力いただき、休業または営業時間を短縮した中小企業および個人事業主支給金額(1)1事業者あたり10万円(2)要請を受けて休業している事業所が事業所を賃借している場合の加算額県内に所在する事業所が1事業所の場合10万円県内に所在する事業所が複数事業所の場合20万円その他申請期間は、5月7日から5月末までの予定で、申請や支給方法などは決定次第お知らせします。持続化給付金について経済産業省ホームページ＜外部リンク＞中小企業金融・給付金相談窓口連絡先03-3501-1544受付時間平日・休日ともに、9時から17時特別定額給付金（仮称）について総務省ホームページ＜外部リンク＞コールセンター連絡先03－5638－5855受付時間9時から18時30分（土曜日、日曜日、祝日を除く）
春日部市,埼玉県,https://www.city.kasukabe.lg.jp/oshirase/shien.html,新型コロナウイルスに関する各種対応・支援制度／春日部市公式ホームページ,新型コロナウイルスに関する各種対応・支援制度／春日部市公式ホームページ 新型コロナウイルスに関する各種対応・支援制度 新型コロナウイルスに関する各種対応・支援制度 新型コロナウイルス感染症の影響により納税が困難な人へ 新型コロナウイルスに関連した消費者としての注意事項 新型コロナウイルス感染症に関連する人権への配慮 新型コロナウイルス感染拡大防止に係る臨時休校中の対応 新型コロナウイルス感染症拡大防止に係る放課後児童クラブ保育料の減免対応 新型コロナウイルスにより影響を受けた市内中小企業への融資相談窓口の延長 新型コロナウイルスに関する情報 新型コロナウイルスに関する緊急事態宣言が発令されました 新型コロナウイルスに関連した患者の発生 新型コロナウイルスに関する情報 新型コロナウイルスに関する各種対応・支援制度 新型コロナウイルス対策による市主催のイベント中止などのお知らせ 新型コロナウイルス対策による市内公共施設などの臨時休館および一部サービス休止のお知らせ 新型コロナウイルス感染症に関する市長メッセージ 新型コロナウイルスにより影響を受けた市内中小企業への支援措置
枚方市,大阪府,https://www.city.hirakata.osaka.jp/0000028228.html,新型コロナウイルス感染症の影響により水道料金等のお支払いが困難な方へ | 枚方市ホームページ,新型コロナウイルス感染症の影響により水道料金等のお支払いが困難な方へ|枚方市ホームページ 新型コロナウイルス関連情報 新型コロナウイルス関連情報（支援・相談） 新型コロナウイルス感染症の影響により水道料金等のお支払いが困難な方へ 枚方市上下水道局では、新型コロナウイルス感染症の影響を受け、収入が大幅に減少した等の事情により水道料金・下水道使用料等のお支払いが困難なお客さまにつきましては、申し出により支払い期限を延長することができます。対象となるお客さまは、お客さまセンターまでお問い合わせください。※受付時間：9：00～17：30（土日祝日を除く） 新型コロナウイルス感染症の影響により水道料金等のお支払いが困難な方へへの別ルート
北茨城市,茨城県,http://www.city.kitaibaraki.lg.jp/docs/2015022000035/index.html,中小企業信用保険法について | 北茨城市,セーフティネット保証４号(令和二年新型コロナウイルス感染症)関係 新型コロナウイルス感染症により影響を受けている中小企業への資金繰り支援措置として、セーフティネット保４号・５号が発動されました。 この措置により、新型コロナウイルス感染症により影響を受けた中小企業者について、一般保証と別枠での保証が利用可能となります。 認定申請書５項４号申請書様式(コロナウイルス）.pdf(279KB)
太良町,佐賀県,https://www.town.tara.lg.jp/kenkou/_1662/_3776.html,新型コロナウイルス感染症予防に伴う、事業の中止及び施設の制限 ｜太良町ホームページ,新型コロナウイルス感染症予防に伴う、事業の中止及び施設の制限｜太良町ホームページ ホーム&gt;健康・福祉&gt;健康&gt;新型コロナウイルス感染症予防に伴う、事業の中止及び施設の制限 新型コロナウイルス感染症予防に伴う、事業の中止及び施設の制限 新型コロナウイルス感染症予防に伴う、事業の中止及び施設の制限 それに伴い、新型コロナウイルス感染症の予防を目的として 太良町新型コロナウイルス感染症予防対策（令和2年4月22日現在）(PDFファイル;&nbsp;777KB)(PDFファイル;&nbsp;761KB)(PDFファイル;&nbsp;762KB) ・新型コロナウイルス感染症について&nbsp;
田上町,新潟県,http://www.town.tagami.niigata.jp/pickup/2019/2020-0325-0853-53.html,新型コロナウイルス感染症拡大の影響に伴う雇用継続支援について｜2019年度｜注目情報｜田上町,新型コロナウイルス感染症拡大の影響に伴う雇用継続支援について｜2019年度｜注目情報｜田上町 &gt;!tagami_home-->トップ&gt;注目情報&gt;2019年度&gt;新型コロナウイルス感染症拡大の影響に伴う雇用継続支援について｜2019年度｜注目情報｜田上町 新型コロナウイルス感染症拡大の影響に伴う雇用継続支援について その他、新型コロナウイルス感染症拡大に伴う中小企業支援についてはこちらから
和泉市,大阪府,http://www.city.osaka-izumi.lg.jp/event/12749.html,【新型コロナウィルス感染拡大防止に伴い日程を変更します】人権文化センター人権啓発研修事業に関する委託事業者公募のお知らせ／和泉市,【新型コロナウィルス感染拡大防止に伴い日程を変更します】人権文化センター人権啓発研修事業に関する委託事業者公募のお知らせ／和泉市 【新型コロナウィルス感染拡大防止に伴い日程を変更します】人権文化センター人権啓発研修事業に関する委託事業者公募のお知らせ 【新型コロナウィルス感染拡大防止に伴い日程を変更します】人権文化センター人権啓発研修事業に関する委託事業者公募のお知らせ 注意新型コロナウィルス感染拡大に伴い、下記の日程を延長または変更いたします。詳細は日程が決まり次第公表いたします。今回の日程等の延長または変更に関し、仕様書及び実施要領を改正いたします。お手数ですが、再度ご確認いただきますようお願いいたします。
